timestamp,attack_type,severity,details
2026-03-27 22:22:10,ML-Detected Attack (deauth_attack),High,"RandomForest classified packet as 'deauth_attack' with confidence 100%"
2026-03-27 22:22:10,Deauthentication Attack,High,"MAC F0:F6:C3:29:EF:60 sent excessive deauth frames (window ratio=1.00, count=6)"
2026-03-27 22:22:10,ML-Detected Attack (deauth_attack),High,"RandomForest classified packet as 'deauth_attack' with confidence 92%"
2026-03-27 22:22:10,Deauthentication Attack,High,"MAC F0:F6:C3:29:EF:60 sent excessive deauth frames (window ratio=1.00, count=7)"
2026-03-27 22:22:10,ML-Detected Attack (deauth_attack),High,"RandomForest classified packet as 'deauth_attack' with confidence 100%"
2026-03-27 22:22:10,Deauthentication Attack,High,"MAC F0:F6:C3:29:EF:60 sent excessive deauth frames (window ratio=1.00, count=8)"
2026-03-27 22:22:10,ML-Detected Attack (deauth_attack),High,"RandomForest classified packet as 'deauth_attack' with confidence 100%"
2026-03-27 22:22:10,Deauthentication Attack,High,"MAC F0:F6:C3:29:EF:60 sent excessive deauth frames (window ratio=1.00, count=9)"
2026-03-27 22:22:10,ML-Detected Attack (deauth_attack),High,"RandomForest classified packet as 'deauth_attack' with confidence 100%"
2026-03-27 22:22:10,Deauthentication Attack,High,"MAC F0:F6:C3:29:EF:60 sent excessive deauth frames (window ratio=1.00, count=10)"
2026-03-27 22:22:10,ML-Detected Attack (deauth_attack),High,"RandomForest classified packet as 'deauth_attack' with confidence 98%"
2026-03-27 22:22:10,Deauthentication Attack,High,"MAC F0:F6:C3:29:EF:60 sent excessive deauth frames (window ratio=1.00, count=11)"
2026-03-27 22:22:10,ML-Detected Attack (deauth_attack),High,"RandomForest classified packet as 'deauth_attack' with confidence 100%"
2026-03-27 22:22:10,Deauthentication Attack,High,"MAC F0:F6:C3:29:EF:60 sent excessive deauth frames (window ratio=1.00, count=12)"
2026-03-27 22:22:10,ML-Detected Attack (deauth_attack),High,"RandomForest classified packet as 'deauth_attack' with confidence 100%"
2026-03-27 22:22:10,Deauthentication Attack,High,"MAC F0:F6:C3:29:EF:60 sent excessive deauth frames (window ratio=1.00, count=13)"
2026-03-27 22:22:10,ML-Detected Attack (deauth_attack),High,"RandomForest classified packet as 'deauth_attack' with confidence 100%"
2026-03-27 22:22:10,Deauthentication Attack,High,"MAC F0:F6:C3:29:EF:60 sent excessive deauth frames (window ratio=1.00, count=14)"
2026-03-27 22:22:10,ML-Detected Attack (deauth_attack),High,"RandomForest classified packet as 'deauth_attack' with confidence 100%"
2026-03-27 22:22:10,Deauthentication Attack,High,"MAC F0:F6:C3:29:EF:60 sent excessive deauth frames (window ratio=1.00, count=15)"
2026-03-27 22:22:10,ML-Detected Attack (deauth_attack),High,"RandomForest classified packet as 'deauth_attack' with confidence 100%"
2026-03-27 22:22:10,Deauthentication Attack,High,"MAC F0:F6:C3:29:EF:60 sent excessive deauth frames (window ratio=1.00, count=16)"
2026-03-27 22:22:10,ML-Detected Attack (deauth_attack),High,"RandomForest classified packet as 'deauth_attack' with confidence 100%"
2026-03-27 22:22:10,Deauthentication Attack,High,"MAC F0:F6:C3:29:EF:60 sent excessive deauth frames (window ratio=1.00, count=17)"
2026-03-27 22:22:11,ML-Detected Attack (deauth_attack),High,"RandomForest classified packet as 'deauth_attack' with confidence 100%"
2026-03-27 22:22:11,Deauthentication Attack,High,"MAC F0:F6:C3:29:EF:60 sent excessive deauth frames (window ratio=1.00, count=18)"
2026-03-27 22:22:11,ML-Detected Attack (deauth_attack),High,"RandomForest classified packet as 'deauth_attack' with confidence 98%"
2026-03-27 22:22:11,Deauthentication Attack,High,"MAC F0:F6:C3:29:EF:60 sent excessive deauth frames (window ratio=1.00, count=19)"
2026-03-27 22:22:11,ML-Detected Attack (deauth_attack),High,"RandomForest classified packet as 'deauth_attack' with confidence 100%"
2026-03-27 22:22:11,Deauthentication Attack,High,"MAC F0:F6:C3:29:EF:60 sent excessive deauth frames (window ratio=1.00, count=20)"
2026-03-27 22:22:11,ML-Detected Attack (deauth_attack),High,"RandomForest classified packet as 'deauth_attack' with confidence 100%"
2026-03-27 22:22:11,Deauthentication Attack,High,"MAC B0:F4:E6:A8:5F:FA sent excessive deauth frames (window ratio=0.95, count=0)"
2026-03-27 22:22:11,Evil Twin Attack,High,"SSID 'HomeNet' seen with new BSSID B0:F4:E6:A8:5F:FA (known BSSIDs: 51:1F:0E:80:19:DB)"
2026-03-27 22:22:11,ML-Detected Attack (evil_twin),High,"RandomForest classified packet as 'evil_twin' with confidence 80%"
2026-03-27 22:22:11,Anomalous Traffic (ML),Medium,"IsolationForest flagged this packet as an anomaly"
2026-03-27 22:22:11,Deauthentication Attack,High,"MAC B0:F4:E6:A8:5F:FA sent excessive deauth frames (window ratio=0.91, count=0)"
2026-03-27 22:22:11,Evil Twin Attack,High,"SSID 'HomeNet' seen with new BSSID B0:F4:E6:A8:5F:FA (known BSSIDs: 51:1F:0E:80:19:DB)"
2026-03-27 22:22:11,ML-Detected Attack (evil_twin),High,"RandomForest classified packet as 'evil_twin' with confidence 94%"
2026-03-27 22:22:11,Deauthentication Attack,High,"MAC B0:F4:E6:A8:5F:FA sent excessive deauth frames (window ratio=0.87, count=0)"
2026-03-27 22:22:11,Evil Twin Attack,High,"SSID 'HomeNet' seen with new BSSID B0:F4:E6:A8:5F:FA (known BSSIDs: 51:1F:0E:80:19:DB)"
2026-03-27 22:22:11,ML-Detected Attack (evil_twin),High,"RandomForest classified packet as 'evil_twin' with confidence 92%"
2026-03-27 22:22:11,Deauthentication Attack,High,"MAC B0:F4:E6:A8:5F:FA sent excessive deauth frames (window ratio=0.83, count=0)"
2026-03-27 22:22:11,Evil Twin Attack,High,"SSID 'HomeNet' seen with new BSSID B0:F4:E6:A8:5F:FA (known BSSIDs: 51:1F:0E:80:19:DB)"
2026-03-27 22:22:11,ML-Detected Attack (evil_twin),High,"RandomForest classified packet as 'evil_twin' with confidence 100%"
2026-03-27 22:22:11,Anomalous Traffic (ML),Medium,"IsolationForest flagged this packet as an anomaly"
2026-03-27 22:22:11,Deauthentication Attack,High,"MAC B0:F4:E6:A8:5F:FA sent excessive deauth frames (window ratio=0.80, count=0)"
2026-03-27 22:22:11,Evil Twin Attack,High,"SSID 'HomeNet' seen with new BSSID B0:F4:E6:A8:5F:FA (known BSSIDs: 51:1F:0E:80:19:DB)"
2026-03-27 22:22:11,ML-Detected Attack (evil_twin),High,"RandomForest classified packet as 'evil_twin' with confidence 100%"
2026-03-27 22:22:11,Deauthentication Attack,High,"MAC B0:F4:E6:A8:5F:FA sent excessive deauth frames (window ratio=0.77, count=0)"
2026-03-27 22:22:11,Evil Twin Attack,High,"SSID 'HomeNet' seen with new BSSID B0:F4:E6:A8:5F:FA (known BSSIDs: 51:1F:0E:80:19:DB)"
2026-03-27 22:22:11,ML-Detected Attack (evil_twin),High,"RandomForest classified packet as 'evil_twin' with confidence 100%"
2026-03-27 22:22:11,Deauthentication Attack,High,"MAC B0:F4:E6:A8:5F:FA sent excessive deauth frames (window ratio=0.74, count=0)"
2026-03-27 22:22:11,Evil Twin Attack,High,"SSID 'HomeNet' seen with new BSSID B0:F4:E6:A8:5F:FA (known BSSIDs: 51:1F:0E:80:19:DB)"
2026-03-27 22:22:11,ML-Detected Attack (evil_twin),High,"RandomForest classified packet as 'evil_twin' with confidence 100%"
2026-03-27 22:22:11,Deauthentication Attack,High,"MAC B0:F4:E6:A8:5F:FA sent excessive deauth frames (window ratio=0.71, count=0)"
2026-03-27 22:22:11,Evil Twin Attack,High,"SSID 'HomeNet' seen with new BSSID B0:F4:E6:A8:5F:FA (known BSSIDs: 51:1F:0E:80:19:DB)"
2026-03-27 22:22:11,ML-Detected Attack (evil_twin),High,"RandomForest classified packet as 'evil_twin' with confidence 100%"
2026-03-27 22:22:11,Deauthentication Attack,High,"MAC B0:F4:E6:A8:5F:FA sent excessive deauth frames (window ratio=0.69, count=0)"
2026-03-27 22:22:11,Evil Twin Attack,High,"SSID 'HomeNet' seen with new BSSID B0:F4:E6:A8:5F:FA (known BSSIDs: 51:1F:0E:80:19:DB)"
2026-03-27 22:22:11,ML-Detected Attack (evil_twin),High,"RandomForest classified packet as 'evil_twin' with confidence 96%"
2026-03-27 22:22:11,Anomalous Traffic (ML),Medium,"IsolationForest flagged this packet as an anomaly"
2026-03-27 22:22:11,Deauthentication Attack,High,"MAC B0:F4:E6:A8:5F:FA sent excessive deauth frames (window ratio=0.67, count=0)"
2026-03-27 22:22:11,Evil Twin Attack,High,"SSID 'HomeNet' seen with new BSSID B0:F4:E6:A8:5F:FA (known BSSIDs: 51:1F:0E:80:19:DB)"
2026-03-27 22:22:11,ML-Detected Attack (evil_twin),High,"RandomForest classified packet as 'evil_twin' with confidence 80%"
2026-03-27 22:22:11,Deauthentication Attack,High,"MAC 46:77:F2:78:B9:60 sent excessive deauth frames (window ratio=0.65, count=0)"
2026-03-27 22:22:11,ML-Detected Attack (rogue_ap),High,"RandomForest classified packet as 'rogue_ap' with confidence 90%"
2026-03-27 22:22:11,Deauthentication Attack,High,"MAC 46:77:F2:78:B9:60 sent excessive deauth frames (window ratio=0.62, count=0)"
2026-03-27 22:22:11,ML-Detected Attack (rogue_ap),High,"RandomForest classified packet as 'rogue_ap' with confidence 94%"
2026-03-27 22:22:12,Deauthentication Attack,High,"MAC 46:77:F2:78:B9:60 sent excessive deauth frames (window ratio=0.61, count=0)"
2026-03-27 22:22:12,ML-Detected Attack (rogue_ap),High,"RandomForest classified packet as 'rogue_ap' with confidence 92%"
2026-03-27 22:22:12,Deauthentication Attack,High,"MAC 46:77:F2:78:B9:60 sent excessive deauth frames (window ratio=0.59, count=0)"
2026-03-27 22:22:12,ML-Detected Attack (rogue_ap),High,"RandomForest classified packet as 'rogue_ap' with confidence 100%"
2026-03-27 22:22:12,Deauthentication Attack,High,"MAC 46:77:F2:78:B9:60 sent excessive deauth frames (window ratio=0.57, count=0)"
2026-03-27 22:22:12,ML-Detected Attack (rogue_ap),High,"RandomForest classified packet as 'rogue_ap' with confidence 100%"
2026-03-27 22:22:12,Deauthentication Attack,High,"MAC 46:77:F2:78:B9:60 sent excessive deauth frames (window ratio=0.56, count=0)"
2026-03-27 22:22:12,ML-Detected Attack (rogue_ap),High,"RandomForest classified packet as 'rogue_ap' with confidence 100%"
2026-03-27 22:22:12,Deauthentication Attack,High,"MAC 46:77:F2:78:B9:60 sent excessive deauth frames (window ratio=0.54, count=0)"
2026-03-27 22:22:12,ML-Detected Attack (rogue_ap),High,"RandomForest classified packet as 'rogue_ap' with confidence 100%"
2026-03-27 22:22:12,Deauthentication Attack,High,"MAC 46:77:F2:78:B9:60 sent excessive deauth frames (window ratio=0.53, count=0)"
2026-03-27 22:22:12,ML-Detected Attack (rogue_ap),High,"RandomForest classified packet as 'rogue_ap' with confidence 100%"
2026-03-27 22:22:12,Deauthentication Attack,High,"MAC 46:77:F2:78:B9:60 sent excessive deauth frames (window ratio=0.51, count=0)"
2026-03-27 22:22:12,ML-Detected Attack (rogue_ap),High,"RandomForest classified packet as 'rogue_ap' with confidence 98%"
2026-03-27 22:22:12,Deauthentication Attack,High,"MAC 46:77:F2:78:B9:60 sent excessive deauth frames (window ratio=0.50, count=0)"
2026-03-27 22:22:12,ML-Detected Attack (rogue_ap),High,"RandomForest classified packet as 'rogue_ap' with confidence 82%"
2026-03-27 22:22:12,Deauthentication Attack,High,"MAC 81:CD:DD:87:77:8D sent excessive deauth frames (window ratio=0.49, count=0)"
2026-03-27 22:22:12,Evil Twin Attack,High,"SSID 'HomeNet' seen with new BSSID B9:65:6F:E9:CE:09 (known BSSIDs: 51:1F:0E:80:19:DB)"
2026-03-27 22:22:12,ML-Detected Attack (mac_spoofing),High,"RandomForest classified packet as 'mac_spoofing' with confidence 90%"
2026-03-27 22:22:12,Deauthentication Attack,High,"MAC A8:BF:26:49:A0:49 sent excessive deauth frames (window ratio=0.48, count=0)"
2026-03-27 22:22:12,Evil Twin Attack,High,"SSID 'HomeNet' seen with new BSSID B9:65:6F:E9:CE:09 (known BSSIDs: 51:1F:0E:80:19:DB)"
2026-03-27 22:22:12,ML-Detected Attack (mac_spoofing),High,"RandomForest classified packet as 'mac_spoofing' with confidence 100%"
2026-03-27 22:22:12,Deauthentication Attack,High,"MAC E7:D9:13:DB:C9:89 sent excessive deauth frames (window ratio=0.47, count=0)"
2026-03-27 22:22:12,Evil Twin Attack,High,"SSID 'HomeNet' seen with new BSSID B9:65:6F:E9:CE:09 (known BSSIDs: 51:1F:0E:80:19:DB)"
2026-03-27 22:22:12,ML-Detected Attack (mac_spoofing),High,"RandomForest classified packet as 'mac_spoofing' with confidence 100%"
2026-03-27 22:22:12,Deauthentication Attack,High,"MAC 12:BC:65:33:CD:5A sent excessive deauth frames (window ratio=0.45, count=0)"
2026-03-27 22:22:12,Evil Twin Attack,High,"SSID 'HomeNet' seen with new BSSID B9:65:6F:E9:CE:09 (known BSSIDs: 51:1F:0E:80:19:DB)"
2026-03-27 22:22:12,ML-Detected Attack (mac_spoofing),High,"RandomForest classified packet as 'mac_spoofing' with confidence 100%"
2026-03-27 22:22:12,Deauthentication Attack,High,"MAC C5:4E:98:89:41:91 sent excessive deauth frames (window ratio=0.44, count=0)"
2026-03-27 22:22:12,Evil Twin Attack,High,"SSID 'HomeNet' seen with new BSSID B9:65:6F:E9:CE:09 (known BSSIDs: 51:1F:0E:80:19:DB)"
2026-03-27 22:22:12,ML-Detected Attack (mac_spoofing),High,"RandomForest classified packet as 'mac_spoofing' with confidence 100%"
2026-03-27 22:22:12,Deauthentication Attack,High,"MAC 38:3D:80:1D:15:7F sent excessive deauth frames (window ratio=0.43, count=0)"
2026-03-27 22:22:12,Evil Twin Attack,High,"SSID 'HomeNet' seen with new BSSID B9:65:6F:E9:CE:09 (known BSSIDs: 51:1F:0E:80:19:DB)"
2026-03-27 22:22:12,ML-Detected Attack (mac_spoofing),High,"RandomForest classified packet as 'mac_spoofing' with confidence 100%"
2026-03-27 22:22:12,Deauthentication Attack,High,"MAC AE:F6:6C:0A:69:EC sent excessive deauth frames (window ratio=0.43, count=0)"
2026-03-27 22:22:12,Evil Twin Attack,High,"SSID 'HomeNet' seen with new BSSID B9:65:6F:E9:CE:09 (known BSSIDs: 51:1F:0E:80:19:DB)"
2026-03-27 22:22:12,ML-Detected Attack (mac_spoofing),High,"RandomForest classified packet as 'mac_spoofing' with confidence 100%"
2026-03-27 22:22:12,Deauthentication Attack,High,"MAC 41:B9:F0:2D:D8:0D sent excessive deauth frames (window ratio=0.42, count=0)"
2026-03-27 22:22:12,Evil Twin Attack,High,"SSID 'HomeNet' seen with new BSSID B9:65:6F:E9:CE:09 (known BSSIDs: 51:1F:0E:80:19:DB)"
2026-03-27 22:22:12,ML-Detected Attack (mac_spoofing),High,"RandomForest classified packet as 'mac_spoofing' with confidence 100%"
2026-03-27 22:22:12,Deauthentication Attack,High,"MAC 81:CD:DD:87:77:8D sent excessive deauth frames (window ratio=0.41, count=0)"
2026-03-27 22:22:12,Evil Twin Attack,High,"SSID 'HomeNet' seen with new BSSID B9:65:6F:E9:CE:09 (known BSSIDs: 51:1F:0E:80:19:DB)"
2026-03-27 22:22:12,ML-Detected Attack (mac_spoofing),High,"RandomForest classified packet as 'mac_spoofing' with confidence 100%"
2026-03-27 22:22:13,Deauthentication Attack,High,"MAC A8:BF:26:49:A0:49 sent excessive deauth frames (window ratio=0.40, count=0)"
2026-03-27 22:22:13,Evil Twin Attack,High,"SSID 'HomeNet' seen with new BSSID B9:65:6F:E9:CE:09 (known BSSIDs: 51:1F:0E:80:19:DB)"
2026-03-27 22:22:13,ML-Detected Attack (mac_spoofing),High,"RandomForest classified packet as 'mac_spoofing' with confidence 100%"
2026-03-27 22:22:13,Deauthentication Attack,High,"MAC E7:D9:13:DB:C9:89 sent excessive deauth frames (window ratio=0.38, count=0)"
2026-03-27 22:22:13,Evil Twin Attack,High,"SSID 'HomeNet' seen with new BSSID B9:65:6F:E9:CE:09 (known BSSIDs: 51:1F:0E:80:19:DB)"
2026-03-27 22:22:13,ML-Detected Attack (mac_spoofing),High,"RandomForest classified packet as 'mac_spoofing' with confidence 100%"
2026-03-27 22:22:13,Deauthentication Attack,High,"MAC 12:BC:65:33:CD:5A sent excessive deauth frames (window ratio=0.36, count=0)"
2026-03-27 22:22:13,Evil Twin Attack,High,"SSID 'HomeNet' seen with new BSSID B9:65:6F:E9:CE:09 (known BSSIDs: 51:1F:0E:80:19:DB)"
2026-03-27 22:22:13,ML-Detected Attack (mac_spoofing),High,"RandomForest classified packet as 'mac_spoofing' with confidence 100%"
2026-03-27 22:22:13,Anomalous Traffic (ML),Medium,"IsolationForest flagged this packet as an anomaly"
2026-03-27 22:22:13,Deauthentication Attack,High,"MAC C5:4E:98:89:41:91 sent excessive deauth frames (window ratio=0.34, count=0)"
2026-03-27 22:22:13,Evil Twin Attack,High,"SSID 'HomeNet' seen with new BSSID B9:65:6F:E9:CE:09 (known BSSIDs: 51:1F:0E:80:19:DB)"
2026-03-27 22:22:13,ML-Detected Attack (mac_spoofing),High,"RandomForest classified packet as 'mac_spoofing' with confidence 100%"
2026-03-27 22:22:13,Deauthentication Attack,High,"MAC 38:3D:80:1D:15:7F sent excessive deauth frames (window ratio=0.32, count=0)"
2026-03-27 22:22:13,Evil Twin Attack,High,"SSID 'HomeNet' seen with new BSSID B9:65:6F:E9:CE:09 (known BSSIDs: 51:1F:0E:80:19:DB)"
2026-03-27 22:22:13,ML-Detected Attack (mac_spoofing),High,"RandomForest classified packet as 'mac_spoofing' with confidence 100%"
2026-03-27 22:22:13,Evil Twin Attack,High,"SSID 'HomeNet' seen with new BSSID B9:65:6F:E9:CE:09 (known BSSIDs: 51:1F:0E:80:19:DB)"
2026-03-27 22:22:13,ML-Detected Attack (mac_spoofing),High,"RandomForest classified packet as 'mac_spoofing' with confidence 100%"
2026-03-27 22:22:13,Anomalous Traffic (ML),Medium,"IsolationForest flagged this packet as an anomaly"
2026-03-27 22:36:40,Deauthentication Attack,High,"MAC 4E:96:7C:C6:DE:69 sent excessive deauth frames (window ratio=1.00, count=1)"
2026-03-27 22:36:40,ML-Detected Attack (deauth_attack),High,"RandomForest classified packet as 'deauth_attack' with confidence 96%"
2026-03-27 22:36:40,Anomalous Traffic (ML),Medium,"IsolationForest flagged this packet as an anomaly"
2026-03-27 22:36:40,Deauthentication Attack,High,"MAC 4E:96:7C:C6:DE:69 sent excessive deauth frames (window ratio=1.00, count=2)"
2026-03-27 22:36:40,ML-Detected Attack (deauth_attack),High,"RandomForest classified packet as 'deauth_attack' with confidence 94%"
2026-03-27 22:36:40,Deauthentication Attack,High,"MAC 4E:96:7C:C6:DE:69 sent excessive deauth frames (window ratio=1.00, count=3)"
2026-03-27 22:36:40,ML-Detected Attack (deauth_attack),High,"RandomForest classified packet as 'deauth_attack' with confidence 100%"
2026-03-27 22:36:40,Deauthentication Attack,High,"MAC 4E:96:7C:C6:DE:69 sent excessive deauth frames (window ratio=1.00, count=4)"
2026-03-27 22:36:40,ML-Detected Attack (deauth_attack),High,"RandomForest classified packet as 'deauth_attack' with confidence 100%"
2026-03-27 22:36:40,Deauthentication Attack,High,"MAC 4E:96:7C:C6:DE:69 sent excessive deauth frames (window ratio=1.00, count=5)"
2026-03-27 22:36:40,ML-Detected Attack (deauth_attack),High,"RandomForest classified packet as 'deauth_attack' with confidence 100%"
2026-03-27 22:36:56,Deauthentication Attack,High,"MAC A4:C6:55:27:6C:32 sent excessive deauth frames (window ratio=1.00, count=1)"
2026-03-27 22:36:56,ML-Detected Attack (deauth_attack),High,"RandomForest classified packet as 'deauth_attack' with confidence 100%"
2026-03-27 22:36:56,Anomalous Traffic (ML),Medium,"IsolationForest flagged this packet as an anomaly"
2026-03-27 22:36:56,Deauthentication Attack,High,"MAC A4:C6:55:27:6C:32 sent excessive deauth frames (window ratio=1.00, count=2)"
2026-03-27 22:36:56,ML-Detected Attack (deauth_attack),High,"RandomForest classified packet as 'deauth_attack' with confidence 98%"
2026-03-27 22:36:57,Deauthentication Attack,High,"MAC A4:C6:55:27:6C:32 sent excessive deauth frames (window ratio=1.00, count=3)"
2026-03-27 22:36:57,ML-Detected Attack (deauth_attack),High,"RandomForest classified packet as 'deauth_attack' with confidence 100%"
2026-03-27 22:36:57,Deauthentication Attack,High,"MAC A4:C6:55:27:6C:32 sent excessive deauth frames (window ratio=1.00, count=4)"
2026-03-27 22:36:57,ML-Detected Attack (deauth_attack),High,"RandomForest classified packet as 'deauth_attack' with confidence 100%"
2026-03-27 22:36:57,Deauthentication Attack,High,"MAC A4:C6:55:27:6C:32 sent excessive deauth frames (window ratio=1.00, count=5)"
2026-03-27 22:36:57,ML-Detected Attack (deauth_attack),High,"RandomForest classified packet as 'deauth_attack' with confidence 100%"
2026-03-27 22:36:57,Deauthentication Attack,High,"MAC A4:C6:55:27:6C:32 sent excessive deauth frames (window ratio=1.00, count=6)"
2026-03-27 22:36:57,ML-Detected Attack (deauth_attack),High,"RandomForest classified packet as 'deauth_attack' with confidence 100%"
2026-03-27 22:36:57,Deauthentication Attack,High,"MAC A4:C6:55:27:6C:32 sent excessive deauth frames (window ratio=1.00, count=7)"
2026-03-27 22:36:57,ML-Detected Attack (deauth_attack),High,"RandomForest classified packet as 'deauth_attack' with confidence 100%"
2026-03-27 22:36:57,Deauthentication Attack,High,"MAC A4:C6:55:27:6C:32 sent excessive deauth frames (window ratio=1.00, count=8)"
2026-03-27 22:36:57,ML-Detected Attack (deauth_attack),High,"RandomForest classified packet as 'deauth_attack' with confidence 100%"
2026-03-27 22:36:57,Deauthentication Attack,High,"MAC A4:C6:55:27:6C:32 sent excessive deauth frames (window ratio=1.00, count=9)"
2026-03-27 22:36:57,ML-Detected Attack (deauth_attack),High,"RandomForest classified packet as 'deauth_attack' with confidence 100%"
2026-03-27 22:36:57,Deauthentication Attack,High,"MAC A4:C6:55:27:6C:32 sent excessive deauth frames (window ratio=1.00, count=10)"
2026-03-27 22:36:57,ML-Detected Attack (deauth_attack),High,"RandomForest classified packet as 'deauth_attack' with confidence 100%"
2026-03-27 22:36:57,Deauthentication Attack,High,"MAC A4:C6:55:27:6C:32 sent excessive deauth frames (window ratio=1.00, count=11)"
2026-03-27 22:36:57,ML-Detected Attack (deauth_attack),High,"RandomForest classified packet as 'deauth_attack' with confidence 100%"
2026-03-27 22:36:57,Deauthentication Attack,High,"MAC A4:C6:55:27:6C:32 sent excessive deauth frames (window ratio=1.00, count=12)"
2026-03-27 22:36:57,ML-Detected Attack (deauth_attack),High,"RandomForest classified packet as 'deauth_attack' with confidence 92%"
2026-03-27 22:36:57,Deauthentication Attack,High,"MAC A4:C6:55:27:6C:32 sent excessive deauth frames (window ratio=1.00, count=13)"
2026-03-27 22:36:57,ML-Detected Attack (deauth_attack),High,"RandomForest classified packet as 'deauth_attack' with confidence 100%"
2026-03-27 22:36:57,Deauthentication Attack,High,"MAC A4:C6:55:27:6C:32 sent excessive deauth frames (window ratio=1.00, count=14)"
2026-03-27 22:36:57,ML-Detected Attack (deauth_attack),High,"RandomForest classified packet as 'deauth_attack' with confidence 100%"
2026-03-27 22:36:57,Deauthentication Attack,High,"MAC A4:C6:55:27:6C:32 sent excessive deauth frames (window ratio=1.00, count=15)"
2026-03-27 22:36:57,ML-Detected Attack (deauth_attack),High,"RandomForest classified packet as 'deauth_attack' with confidence 100%"
2026-03-27 22:36:57,Deauthentication Attack,High,"MAC A4:C6:55:27:6C:32 sent excessive deauth frames (window ratio=1.00, count=16)"
2026-03-27 22:36:57,ML-Detected Attack (deauth_attack),High,"RandomForest classified packet as 'deauth_attack' with confidence 100%"
2026-03-27 22:36:57,Deauthentication Attack,High,"MAC A4:C6:55:27:6C:32 sent excessive deauth frames (window ratio=1.00, count=17)"
2026-03-27 22:36:57,ML-Detected Attack (deauth_attack),High,"RandomForest classified packet as 'deauth_attack' with confidence 100%"
2026-03-27 22:36:57,Deauthentication Attack,High,"MAC A4:C6:55:27:6C:32 sent excessive deauth frames (window ratio=1.00, count=18)"
2026-03-27 22:36:57,ML-Detected Attack (deauth_attack),High,"RandomForest classified packet as 'deauth_attack' with confidence 100%"
2026-03-27 22:36:58,Deauthentication Attack,High,"MAC A4:C6:55:27:6C:32 sent excessive deauth frames (window ratio=1.00, count=19)"
2026-03-27 22:36:58,ML-Detected Attack (deauth_attack),High,"RandomForest classified packet as 'deauth_attack' with confidence 100%"
2026-03-27 22:36:58,Deauthentication Attack,High,"MAC A4:C6:55:27:6C:32 sent excessive deauth frames (window ratio=1.00, count=20)"
2026-03-27 22:36:58,ML-Detected Attack (deauth_attack),High,"RandomForest classified packet as 'deauth_attack' with confidence 100%"
2026-03-27 22:36:58,Deauthentication Attack,High,"MAC BB:2C:6D:83:28:C1 sent excessive deauth frames (window ratio=0.95, count=0)"
2026-03-27 22:36:58,Evil Twin Attack,High,"SSID 'HomeNet' seen with new BSSID BB:2C:6D:83:28:C1 (known BSSIDs: 64:9C:A1:13:6E:D0)"
2026-03-27 22:36:58,ML-Detected Attack (evil_twin),High,"RandomForest classified packet as 'evil_twin' with confidence 84%"
2026-03-27 22:36:58,Anomalous Traffic (ML),Medium,"IsolationForest flagged this packet as an anomaly"
2026-03-27 22:36:58,Deauthentication Attack,High,"MAC BB:2C:6D:83:28:C1 sent excessive deauth frames (window ratio=0.91, count=0)"
2026-03-27 22:36:58,Evil Twin Attack,High,"SSID 'HomeNet' seen with new BSSID BB:2C:6D:83:28:C1 (known BSSIDs: 64:9C:A1:13:6E:D0)"
2026-03-27 22:36:58,ML-Detected Attack (evil_twin),High,"RandomForest classified packet as 'evil_twin' with confidence 92%"
2026-03-27 22:36:58,Deauthentication Attack,High,"MAC BB:2C:6D:83:28:C1 sent excessive deauth frames (window ratio=0.87, count=0)"
2026-03-27 22:36:58,Evil Twin Attack,High,"SSID 'HomeNet' seen with new BSSID BB:2C:6D:83:28:C1 (known BSSIDs: 64:9C:A1:13:6E:D0)"
2026-03-27 22:36:58,ML-Detected Attack (evil_twin),High,"RandomForest classified packet as 'evil_twin' with confidence 92%"
2026-03-27 22:36:58,Deauthentication Attack,High,"MAC BB:2C:6D:83:28:C1 sent excessive deauth frames (window ratio=0.83, count=0)"
2026-03-27 22:36:58,Evil Twin Attack,High,"SSID 'HomeNet' seen with new BSSID BB:2C:6D:83:28:C1 (known BSSIDs: 64:9C:A1:13:6E:D0)"
2026-03-27 22:36:58,ML-Detected Attack (evil_twin),High,"RandomForest classified packet as 'evil_twin' with confidence 98%"
2026-03-27 22:36:58,Deauthentication Attack,High,"MAC BB:2C:6D:83:28:C1 sent excessive deauth frames (window ratio=0.80, count=0)"
2026-03-27 22:36:58,Evil Twin Attack,High,"SSID 'HomeNet' seen with new BSSID BB:2C:6D:83:28:C1 (known BSSIDs: 64:9C:A1:13:6E:D0)"
2026-03-27 22:36:58,ML-Detected Attack (evil_twin),High,"RandomForest classified packet as 'evil_twin' with confidence 100%"
2026-03-27 22:36:58,Deauthentication Attack,High,"MAC BB:2C:6D:83:28:C1 sent excessive deauth frames (window ratio=0.77, count=0)"
2026-03-27 22:36:58,Evil Twin Attack,High,"SSID 'HomeNet' seen with new BSSID BB:2C:6D:83:28:C1 (known BSSIDs: 64:9C:A1:13:6E:D0)"
2026-03-27 22:36:58,ML-Detected Attack (evil_twin),High,"RandomForest classified packet as 'evil_twin' with confidence 100%"
2026-03-27 22:36:58,Deauthentication Attack,High,"MAC BB:2C:6D:83:28:C1 sent excessive deauth frames (window ratio=0.74, count=0)"
2026-03-27 22:36:58,Evil Twin Attack,High,"SSID 'HomeNet' seen with new BSSID BB:2C:6D:83:28:C1 (known BSSIDs: 64:9C:A1:13:6E:D0)"
